Column1;audienceRating;Genre;criticRating;timeMin;grossMillions;Movie;Vote;Budget;Year;Profit
315;67;Drama;27;119;2529;Sweet November;75586;4150;2001;-1621
3802;64;Comedy;81;102;2528;Top Five;23600;2764;2014;-236
1119;62;Comedy;43;102;2527;Père et fille;57614;11306;2004;-8779
3310;59;Documentary;57;93;2524;Katy Perry: Part of Me;12766;13778;2012;-11254
92;62;Comedy;69;110;2517;Nurse Betty;30964;4852;2000;-2335
3944;68;Horror;83;92;2514;The Witch;116514;25379;2015;-22865
3393;67;Action;49;115;2513;Évasion;194708;5261;2013;-2748
1950;57;Horror;36;99;2512;Les châtiments;39208;5599;2007;-3087
2908;65;Action;44;116;2512;Killer Elite;112228;27199;2011;-24687
2800;53;Animation;36;90;2508;Alpha et Omega;11725;23276;2010;-20768
1855;76;Action;77;191;2503;Grindhouse;163425;8910;2007;-6407
3955;69;Action;47;122;2502;Au coeur de l'océan;97026;23793;2015;-21291
3729;63;Action;38;108;2498;The November Man;55473;13441;2014;-10943
2160;66;Action;39;110;2485;Never Back Down;86275;18926;2008;-16441
2937;54;Action;28;95;2483;Le dernier des Templiers;81002;17006;2011;-14523
2941;64;Comedy;60;90;2481;Our Idiot Brother;78167;26342;2011;-23861
1308;76;Comedy;71;92;2479;Thank You for Smoking;199600;13220;2005;-10741
590;51;Comedy;32;88;2472;Allumeuses!;49127;22317;2002;-19845
2833;49;Comedy;50;99;2471;Lottery Ticket;8551;25222;2010;-22751
1635;77;Action;70;104;2462;Le maître d'armes;66100;27322;2006;-24860
1908;80;Documentary;74;123;2454;Sicko;69611;14505;2007;-12051
1342;70;Action;58;103;2452;Danny the Dog;90206;18190;2005;-15738
3389;66;Comedy;66;90;2448;Don Jon;205274;14964;2013;-12516
4360;68;Animation;48;89;2448;Ballerina;10846;21890;2016;-19442
1355;48;Action;34;97;2441;Elektra;76684;5311;2005;-2870
1449;60;Comedy;55;98;2438;Princesse on Ice;21471;5076;2005;-2638
1883;74;Drama;56;133;2434;Across the Universe;97212;27068;2007;-24634
2747;54;Action;27;94;2427;Kung Fu Nanny;33475;4373;2010;-1946
4254;66;Comedy;59;118;2425;Bridget Jones Baby;50305;18911;2016;-16486
363;69;Drama;55;101;2419;Coeurs perdus en Atlantide;32425;18956;2001;-16537
1298;76;Crime;62;122;2415;Lord of War;264064;11561;2005;-9146
2892;71;Drama;85;122;2415;La taupe;162463;16896;2011;-14481
1590;74;Comedy;65;97;2414;Clerks II;120058;17582;2006;-15168
392;56;Drama;39;102;2404;Angel Eyes;20395;25387;2001;-22983
2724;56;Fantasy;56;99;2404;Don't Be Afraid of the Dark;42825;21060;2010;-18656
1076;73;Adventure;62;119;2401;La vie aquatique;153366;6414;2004;-4013
1104;58;Action;49;120;2401;Le tour du monde en 80 jours;74326;11813;2004;-9412
2457;58;Comedy;54;86;2399;Ronnie la Gaffe;54753;8730;2009;-6331
428;46;Comedy;20;86;2398;Corky Romano;11371;17111;2001;-14713
1948;57;Crime;31;109;2398;Dangereuse séduction;39956;21421;2007;-19023
2654;65;Action;42;92;2398;From Paris with Love;102862;23076;2010;-20678
1625;75;Documentary;75;96;2381;Une vérité qui dérange;73623;22546;2006;-20165
1646;37;Horror;36;102;2364;The Wicker Man;56712;22688;2006;-20324
1828;79;Action;81;121;2364;Hot Fuzz;390374;7932;2007;-5568
2680;64;Action;44;97;2358;The Losers;79084;25105;2010;-22747
2199;70;Action;60;114;2353;Trahison;51243;12388;2008;-10035
1046;81;Biography;79;121;2347;Hôtel Rwanda;289918;7122;2004;-4775
655;53;Animation;23;76;2344;Les 8 folles nuits d'Adam Sandler;19240;20594;2002;-18250
3772;63;Drama;30;104;2339;Un amour sans fin;35072;15899;2014;-13560
88;57;Action;37;104;2336;Piège fatal;33412;2537;2000;-201
1666;53;Action;19;97;2329;Le pacte du sang;41837;21901;2006;-19572
2666;65;Action;44;98;2324;Faster;86122;6506;2010;-4182
1219;45;Action;32;100;2322;Cody Banks agent secret 2 - Destination Londres;12160;10250;2004;-7928
2108;71;Drama;70;96;2322;Vicky Cristina Barcelona;215088;10515;2008;-8193
3702;55;Action;39;105;2322;Pompéi;93830;8298;2014;-5976
3003;58;Adventure;43;109;2319;Bienvenue à Monte Carlo;36074;15056;2011;-12737
1311;77;Drama;72;124;2309;Match Point;180852;16918;2005;-14609
1702;51;Horror;24;85;2309;Stay Alive;27154;29809;2006;-27500
2980;59;Adventure;42;108;2307;Sanctum;49381;11782;2011;-9475
4268;66;Biography;57;112;2305;Whiskey Tango Foxtrot;40241;6500;2016;-4195
2510;56;Action;61;105;2304;Fighting;29261;25408;2009;-23104
870;55;Action;40;104;2302;Le gardien du manuscrit sacré;44207;3558;2003;-1256
3667;63;Drama;42;119;2302;Transcendance;191884;7040;2014;-4738
2515;56;Drama;33;109;2293;Love Happens;27234;7600;2009;-5307
1123;63;Comedy;53;96;2292;Ella au pays enchanté;52451;9036;2004;-6744
2125;73;Drama;69;119;2291;Les noces rebelles;164256;24620;2008;-22329
1408;62;Drama;50;122;2286;Two for the Money;38972;26057;2005;-23771
1413;62;Comedy;58;105;2283;Petites confidences (à ma psy);36859;28897;2005;-26614
438;55;Comedy;42;98;2277;Super papa;8966;27005;2001;-24728
4084;42;Horror;30;81;2276;Gallows;16259;18950;2015;-16674
66;66;Animation;48;94;2275;Titan A.E.;54391;10535;2000;-8260
946;56;Comedy;36;98;2273;Dickie Roberts: Ex-enfant star;12352;3222;2003;-949
1647;51;Comedy;50;96;2253;Ma super ex;56528;28073;2006;-25820
2161;56;Action;26;101;2253;Babylon A.D.;86220;5482;2008;-3229
3477;59;Adventure;44;100;2253;L'incroyable Burt Wonderstone;64206;27048;2013;-24795
1637;56;Crime;49;121;2252;Le dahlia noir;65958;20353;2006;-18101
1562;78;Crime;53;110;2249;Slevin;278034;3257;2006;-1008
1899;63;Action;36;103;2247;Rogue - L'ultime affrontement;77084;23039;2007;-20792
3967;57;Action;28;96;2247;Hitman: Agent 47;74307;22894;2015;-20647
2551;50;Comedy;39;107;2246;Fame;14800;25835;2009;-23589
645;61;Crime;50;108;2243;Père et flic;22309;5248;2002;-3005
1192;60;Drama;47;137;2241;Alamo;17757;29508;2004;-27267
4502;43;Horror;37;97;2238;The Bye Bye Man;11994;2888;2017;-650
3977;64;Drama;47;106;2233;Projet Almanac;66091;9843;2015;-7610
1401;46;Comedy;23;83;2226;Gigolo malgré lui;43681;21519;2005;-19293
540;77;Comedy;83;114;2225;Adaptation.;155325;3534;2002;-1309
478;61;Comedy;35;90;2224;Two Can Play That Game;4715;11858;2001;-9634
4495;85;Comedy;87;115;2222;Three Billboards Outside Ebbing, Missouri;12952;13556;2017;-11334
663;54;Horror;15;88;2216;Darkness;17487;13780;2002;-11564
889;52;Action;38;88;2211;Le médaillon;33198;19325;2003;-17114
4465;52;Comedy;51;101;2206;# Pire soirée;24636;10741;2017;-8535
326;66;Mystery;75;97;2197;Une virée en enfer;56964;15438;2001;-13241
1372;66;Comedy;48;107;2184;7 ans de séduction;61502;24706;2005;-22522
3496;56;Comedy;28;89;2178;Un grand mariage;41239;15657;2013;-13479
3155;74;Drama;76;130;2159;Mud - Sur les rives du Mississippi;147502;20852;2012;-18693
4199;73;Biography;58;134;2159;Snowden;97329;24105;2016;-21946
2808;59;Comedy;51;100;2152;Love & Game;11243;28040;2010;-25888
3428;76;Drama;53;131;2149;La voleuse de livres;110472;2753;2013;-604
58;24;Action;9;118;2147;Battlefield Earth - Terre champ de bataille;68632;21045;2000;-18898
135;42;Horror;16;97;2147;Urban Legend 2: Coup de grâce;13926;6316;2000;-4169
2000;63;Drama;59;90;2147;Mimzy, le messager du futur;19618;2390;2007;-243
2974;49;Action;18;89;2143;The Darkest Hour - En 3D;52153;15663;2011;-13520
922;49;Mystery;37;118;2138;La gorge du diable;19230;11025;2003;-8887
3047;54;Animation;49;88;2138;Milo sur Mars;18768;8047;2011;-5909
3138;73;Crime;68;140;2138;The Place Beyond the Pines;208712;9539;2012;-7401
2678;44;Action;26;97;2137;Skyline;79694;23170;2010;-21033
1803;59;Action;37;97;2132;Waist Deep;8634;7920;2006;-5788
2970;60;Drama;35;84;2128;Dream House;55444;21213;2011;-19085
543;80;Documentary;72;120;2124;Bowling for Columbine;129463;20399;2002;-18275
1168;40;Action;41;84;2122;Torque, la route s'enflamme;24821;29959;2004;-27837
1723;75;Biography;65;118;2121;Amazing Grace;22047;6769;2006;-4648
578;56;Horror;56;93;2116;Cabin fever - fièvre noire;66319;24327;2002;-22211
1797;60;Comedy;63;105;2116;ATL;8950;29849;2006;-27733
2628;74;Crime;52;133;2115;Les trois prochains jours;156897;12437;2010;-10322
630;73;Biography;62;120;2108;Antwone Fisher;28626;20911;2002;-18803
559;64;Comedy;26;92;2101;American Party;93951;14691;2002;-12590
1132;61;Action;47;113;2101;Le vol du Phoenix;47762;20818;2004;-18717
903;57;Animation;64;91;2099;Les Looney Tunes passent à l'action;27214;3133;2003;-1034
3999;54;Comedy;40;105;2099;Welcome Back;47606;24511;2015;-22412
2163;59;Drama;47;104;2098;X-Files: Régénération;82207;17278;2008;-15180
2851;74;Action;73;132;2094;Mission: Impossible - Protocole fantôme;392122;1040;2011;1054
2412;52;Action;39;91;2082;Paul Blart, super vigile;90065;21712;2009;-19630
2649;71;Comedy;86;106;2081;Tout va bien! The Kids Are All Right;116283;6260;2010;-4179
610;76;Drama;80;101;2078;Paï;36021;11588;2002;-9510
4289;50;Horror;47;89;2078;Blair Witch;31258;23083;2016;-21005
4390;43;Drama;22;120;2077;God's Not Dead 2;8415;19544;2016;-17467
4278;69;Action;53;139;2076;Free State of Jones;36229;23494;2016;-21418
4476;56;Action;34;95;2076;Sleepless;19150;15453;2017;-13377
2271;58;Comedy;41;104;2067;Mad Money;17875;6997;2008;-4930
4582;43;Comedy;39;91;2064;Journal d'un dégonflé: un looong voyage;3566;4672;2017;-2608
132;54;Comedy;29;94;2063;Boys and Girls;14503;3158;2000;-1095
1968;63;Crime;36;102;2057;Invisible;32417;21262;2007;-19205
4279;63;Action;63;100;2057;Keanu;35579;26659;2016;-24602
2395;58;Action;27;95;2049;Ultimate Game;119308;29363;2009;-27314
4442;53;Drama;43;110;2048;The Circle;50472;11774;2017;-9726
938;57;Action;46;98;2044;Espion mais pas trop!;14700;15069;2003;-13025
1199;53;Comedy;36;111;2042;Les ex de mon mec;15936;11507;2004;-9465
385;47;Horror;18;96;2038;Mortelle Saint Valentin;21687;15000;2001;-12962
2921;58;Action;35;110;2038;Les Trois Mousquetaires;94334;2786;2011;-748
1735;68;Comedy;75;105;2034;The Last Show;20340;13426;2006;-11392
1982;59;Comedy;47;84;2034;Alerte à Miami Reno 911;24625;1630;2007;404
3770;57;Action;40;90;2029;Brick Mansions;35212;3556;2014;-1527
3172;65;Action;66;91;2028;Premium Rush;101027;24048;2012;-22020
1709;47;Horror;27;90;2026;Pulse;26080;7000;2006;-4974
2782;63;Drama;45;117;2022;Country Strong;15553;2496;2010;-474
2196;68;Crime;64;115;2021;Appaloosa;53213;14111;2008;-12090
4038;62;Crime;45;111;2018;Aux yeux de tous;30362;1518;2015;500
2381;82;Drama;80;129;2017;Dans ses yeux;152543;19861;2009;-17844
3289;65;Biography;61;107;2011;Miracle en Alaska;16323;25972;2012;-23961
140;49;Comedy;13;91;2004;In Love;12955;17821;2000;-15817
1363;63;Action;54;109;1998;Assaut sur le central 13;68482;6137;2005;-4139
1581;65;Animation;77;108;1980;Happy Feet;146077;17189;2006;-15209
2191;48;Action;30;103;1978;The Spirit;55865;1226;2008;752
3448;65;Action;40;100;1978;Homefront;91513;14650;2013;-12672
1254;46;Animation;15;100;1976;Yu-gi-oh! Le film;6845;14263;2004;-12287
340;68;Crime;71;124;1972;The Pledge;46056;5550;2001;-3578
415;50;Comedy;21;108;1969;Hot Summer;13712;1002;2001;967
1893;75;Drama;61;124;1966;À coeur ouvert;87360;18945;2007;-16979
2478;58;Drama;49;118;1966;Nine;39285;9554;2009;-7588
4329;53;Comedy;11;87;1964;Ma vie de chat;15144;15790;2016;-13826
823;76;Crime;31;130;1959;La vie de David Gale;95842;27909;2003;-25950
2512;63;Animation;53;94;1955;Astro Boy;28073;26179;2009;-24224
2259;60;Animation;40;87;1953;Igor;20631;15781;2008;-13828
2965;62;Action;55;114;1949;L'aigle de la neuvième légion;57746;23017;2011;-21068
853;56;Action;28;116;1948;Prisonniers du temps;55351;28933;2003;-26985
1464;56;Animation;45;76;1945;Vaillant, pigeon de combat!;17450;3524;2005;-1579
3458;62;Drama;52;124;1945;Sublimes créatures;74331;20035;2013;-18090
64;74;Comedy;73;107;1939;Wonder Boys;56843;10575;2000;-8636
1412;64;Comedy;52;134;1938;Les producteurs;36878;4919;2005;-2981
4043;74;Animation;81;85;1938;Shaun le mouton, le film;28719;27748;2015;-25810
1293;69;Animation;57;86;1936;Madagascar;298625;3754;2005;-1818
1896;62;Horror;54;85;1936;Motel;84856;21345;2007;-19409
358;59;Action;22;90;1935;Diablesse;34945;21366;2001;-19431
3485;56;Crime;36;88;1932;Players;55748;2966;2013;-1034
2219;59;Comedy;34;101;1922;La copine de mon meilleur ami;39126;18054;2008;-16132
1645;63;Comedy;46;110;1919;Beerfest;57354;22090;2006;-20171
657;67;Drama;66;90;1916;Tuck Everlasting;19127;19120;2002;-17204
2543;21;Documentary;45;76;1916;Jonas Brothers - Le concert événement 3-D;17139;1078;2009;838
3668;58;Action;31;101;1912;Ninja Turtles;183090;26304;2014;-24392
594;63;Drama;49;125;1908;Mission évasion;46255;13289;2002;-11381
3713;51;Action;30;92;1908;I, Frankenstein;71413;26701;2014;-24793
1949;70;Comedy;75;108;1907;Waitress;39513;8116;2007;-6209
2642;72;Drama;40;113;1907;Remember Me;122565;19350;2010;-17443
3150;76;Drama;73;114;1902;The Impossible;162867;12668;2012;-10766
644;30;Action;14;98;1899;Rollerball;23126;10811;2002;-8912
1214;71;Adventure;63;109;1895;Deux frères;12790;7930;2004;-6035
2945;58;Action;67;93;1894;Piégée;75891;13246;2011;-11352
1990;59;Comedy;25;113;1888;Mère-fille, mode d'emploi;21671;9301;2007;-7413
3034;40;Horror;22;90;1887;Shark 3D;22053;2040;2011;-153
3740;42;Action;22;99;1885;La légende d'Hercule;47962;8303;2014;-6418
1694;47;Action;45;92;1884;The Marine;29141;3881;2006;-1997
1747;75;Drama;72;112;1881;Akeelah;16352;19945;2006;-18064
1457;69;Comedy;63;118;1876;Les bienfaits de la colère;19804;23126;2005;-21250
3693;75;Drama;72;101;1875;Still Alice;104122;11908;2014;-10033
4302;66;Drama;26;111;1871;The Choice;24077;20169;2016;-18298
1934;71;Biography;55;120;1867;Jane;50919;12826;2007;-10959
72;75;Comedy;78;90;1862;Bêtes de scène;48808;13875;2000;-12013
3159;66;Action;40;102;1862;Dos au mur;131822;29958;2012;-28096
2157;77;Biography;80;122;1859;Frost/Nixon, l'heure de vérité;92891;10157;2008;-8298
4464;60;Action;28;100;1859;CHIPS;24962;18069;2017;-16210
313;71;Comedy;48;100;1849;Super Troopers;81620;25716;2001;-23867
1365;58;Action;45;110;1847;Bleu d'enfer;67010;22418;2005;-20571
2949;65;Horror;66;95;1847;You're Next;71971;22219;2011;-20372
2402;64;Comedy;58;100;1844;The Invention of Lying;100512;16845;2009;-15001
3239;59;Comedy;26;91;1844;Mille mots;33762;22406;2012;-20562
3945;64;Comedy;63;115;1843;Pitch Perfect 2;114608;16557;2015;-14714
3287;68;Comedy;64;94;1839;Quartet;16946;745;2012;1094
1822;81;Adventure;73;148;1835;Into the Wild;479236;18376;2007;-16541
2603;76;Adventure;82;94;1834;127 heures;302999;25484;2010;-23650
1417;73;Drama;68;126;1832;L'affaire Josey Aimes;34956;13444;2005;-11612
1921;68;Comedy;63;96;1832;Walk Hard: The Dewey Cox Story;58626;241;2007;1591
626;65;Adventure;49;132;1831;Frères du désert;29723;3781;2002;-1950
1072;71;Adventure;64;88;1823;Harold & Kumar chassent le burger;164515;3510;2004;-1687
324;69;Action;43;131;1821;Le dernier château;60807;1932;2001;-111
1867;62;Action;42;96;1821;Next;132968;5932;2007;-4111
4549;80;Biography;72;134;1806;Only the Brave;5734;19718;2017;-17912
3907;73;Action;64;117;1802;Ant-Man;400002;21742;2015;-19940
1993;45;Action;22;100;1801;Postal;20847;15170;2007;-13369
1299;66;Comedy;58;118;1795;Hitch, expert en séduction;262226;15442;2005;-13647
109;70;Drama;59;126;1787;Manipulations;21293;16620;2000;-14833
1181;59;Comedy;38;90;1785;Une affaire de coeur;19933;2359;2004;-574
544;73;Comedy;78;95;1784;Punch-drunk love - Ivre d'amour;120591;25219;2002;-23435
4327;56;Comedy;38;92;1778;Bad Santa 2;15397;28633;2016;-26855
3939;72;Biography;82;122;1775;Steve Jobs;124666;10513;2015;-8738
3114;80;Drama;67;102;1774;Le monde de Charlie;392097;15259;2012;-13485
3961;67;Animation;55;94;1774;En route!;80318;6019;2015;-4245
3991;69;Drama;67;104;1774;Mr. Holmes;52481;27015;2015;-25241
1069;66;Comedy;45;92;1772;Sex Trip;173057;17742;2004;-15970
3660;78;Animation;76;102;1770;Dragons 2;246832;28186;2014;-26416
2979;52;Horror;24;86;1769;Apollo 18;49408;13744;2011;-11975
3437;77;Adventure;86;115;1765;Nebraska;98912;18045;2013;-16280
1579;77;Biography;74;123;1761;Le dernier roi d'Écosse;156502;27267;2006;-25506
1903;55;Horror;46;94;1761;Hostel - chapitre II;75593;28706;2007;-26945
3438;62;Action;42;118;1761;Parker;98745;9998;2013;-8237
3488;71;Comedy;78;93;1754;All About Albert;52839;20270;2013;-18516
3210;50;Adventure;16;95;1753;Silent Hill: Revelation;53684;8270;2012;-6517
910;73;Comedy;81;91;1751;A Mighty Wind;23388;12702;2003;-10951
1634;74;Crime;73;92;1751;Chronique d'un scandale;67820;10463;2006;-8712
4432;64;Animation;50;97;1750;Baby Boss;64325;20971;2017;-19221
71;57;Action;34;106;1748;Planète rouge;50290;4876;2000;-3128
3970;72;Comedy;72;103;1747;Dope;70764;23239;2015;-21492
4475;70;Biography;57;127;1745;La femme du gardien de zoo;19162;1203;2017;542
2183;59;Horror;44;90;1743;Les ruines;63045;5365;2008;-3622
3478;63;Horror;50;97;1741;Dark Skies;62483;24514;2013;-22773
1534;60;Comedy;59;112;1738;La fièvre du roller;5898;28014;2005;-26276
4277;58;Action;47;95;1736;Les cerveaux;36608;19248;2016;-17512
802;69;Comedy;64;97;1734;Elfe;168121;3315;2003;-1581
1001;61;Comedy;46;105;1733;Deliver Us from Eva;4958;12570;2003;-10837
3849;47;Comedy;17;86;1733;A Haunted House 2;16469;12669;2014;-10936
592;54;Action;53;99;1732;Arac Attack, les monstres à huit pattes;46761;17684;2002;-15952
1659;54;Comedy;29;103;1732;Lucky Girl;47745;20711;2006;-18979
459;54;Comedy;40;86;1729;Max Keeble's Big Move;6239;25486;2001;-23757
4513;72;Biography;56;127;1727;Le château de verre;9796;1903;2017;-176
3719;68;Crime;73;122;1724;Un homme très recherché;63307;13215;2014;-11491
2479;62;Comedy;31;90;1723;Sea, sex and fun;39179;293;2009;1430
3195;56;Comedy;53;98;1723;Peace, love et plus si affinités;65806;2588;2012;-865
3721;55;Action;30;102;1722;Le septième fils;62213;6180;2014;-4458
124;67;Drama;52;115;1717;Danse ta vie;16685;23394;2000;-21677
3174;65;Action;55;94;1714;Safe;90839;2598;2012;-884
1741;58;Drama;37;108;1713;Annapolis;18759;22750;2006;-21037
1092;78;Action;78;99;1711;Crazy kung-fu;108050;11846;2004;-10135
1847;77;Crime;82;100;1711;Les promesses de l'ombre;203288;1416;2007;295
1153;49;Comedy;46;87;1708;Le fils de Chucky;31966;27796;2004;-26088
89;67;Comedy;69;94;1707;Escrocs mais pas trop;33148;27977;2000;-26270
1173;56;Comedy;52;95;1707;Rendez-vous avec une star;24098;4600;2004;-2893
1007;69;Documentary;67;61;1704;Les fantômes du Titanic;4455;7749;2003;-6045
1350;69;Crime;53;107;1704;The Devil's Rejects;81559;5210;2005;-3506
1397;22;Comedy;20;94;1702;Le fils du mask;45015;8994;2005;-7292
2090;76;Drama;94;131;1702;Démineurs;363620;26076;2008;-24374
354;62;Drama;54;105;1701;Rock Star;36634;23208;2001;-21507
758;40;Comedy;37;88;1699;The Country Bears;4177;23876;2002;-22177
3451;53;Crime;48;117;1697;Cartel;87261;8464;2013;-6767
3966;67;Animation;44;89;1697;Hôtel Transylvanie 2;75561;1321;2015;376
78;70;Crime;63;120;1694;Les initiés;44197;18009;2000;-16315
384;65;Drama;61;99;1693;Sexy/Crazy;22339;29926;2001;-28233
673;53;Comedy;18;99;1693;Au service de Sara;15138;25104;2002;-23411
1909;59;Crime;17;108;1693;88 minutes;69084;19243;2007;-17550
2914;62;Horror;49;103;1693;The Thing;103419;16790;2011;-15097
4506;50;Drama;27;109;1687;L'expérience interdite;11137;9309;2017;-7622
1487;51;Comedy;36;86;1681;Basket Academy;11183;23820;2005;-22139
1905;62;Horror;34;89;1681;Dead Silence;74042;14695;2007;-13014
4480;75;Crime;78;143;1679;Detroit;17493;56;2017;1623
156;48;Drama;16;97;1678;Les âmes perdues;9774;4928;2000;-3250
1099;78;Adventure;75;126;1676;Carnets de voyage;87965;28394;2004;-26718
2534;56;Comedy;29;97;1673;New in Town;18962;7625;2009;-5952
3189;63;Comedy;54;112;1669;To Rome with Love;74717;13681;2012;-12012
1796;51;Adventure;43;90;1665;Enfants non accompagnés;9095;6387;2006;-4722
1956;56;Horror;28;84;1647;Hitcher;36932;5636;2007;-3989
3163;71;Drama;86;138;1638;The Master;117788;4489;2012;-2851
